Date,Customer,Sales Person,Customer_Age,Customer_Gender,State,Product_Category,Sub_Category,Payment Option,Quantity,Unit_Cost,Unit_Price
04-Jul-15,High,Segun,40,F,Cross River,Accessories,Keyboard,Online,1,35,36
12-Aug-15,High,Segun,40,F,Cross River,Accessories,Keyboard,Online,3,38.67,51
10-Sep-15,High,Segun,40,F,Cross River,Accessories,Keyboard,Online,2,420,522.5
10-Sep-15,High,Segun,40,F,Cross River,Accessories,Keyboard,Online,2,33,39
15-Aug-15,High,Segun,40,F,Bayelsa,Clothing,Jerseys,Online,2,100,104.5
15-Aug-15,High,Segun,42,F,Bayelsa,Clothing,Socks,Online,2,63,46.5
02-Oct-15,High,Segun,42,M,Benue,Clothing,Jerseys,Online,3,216,257.33
09-Jan-16,High,Segun,42,F,Bauchi,Clothing,Jerseys,Online,3,83.33,117.33
16-Jul-16,High,Segun,43,F,Bauchi,Accessories,Ear Piece,Online,2,45,59.5
16-Jul-16,High,Segun,43,F,Bauchi,Accessories,Ear Piece,Online,1,27,39
16-Jul-16,High,Segun,43,F,Bauchi,Clothing,Jerseys,Online,1,1188,1818
02-Nov-15,High,Segun,43,M,Cross River,Accessories,Ear Piece,Online,1,81,74
02-Nov-15,High,Segun,57,M,Cross River,Accessories,Ear Piece,Online,1,140,184
05-Jun-16,High,Segun,57,F,Borno,Accessories,Ear Piece,Online,2,45,64.5
05-Jun-16,High,Segun,55,F,Borno,Clothing,Tshirts,Online,2,85.5,121
05-Jun-16,High,Segun,55,F,Borno,Accessories,Ear Piece,Online,2,112.5,185.5
23-Jan-16,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,2,17.5,22
23-Jan-16,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,1,110,145
22-Feb-16,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,3,43.33,53
22-Feb-16,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,2,25,34
29-Mar-16,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,2,52.5,72
29-Mar-16,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,2,22.5,27.5
07-Apr-16,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,2,130.5,179.5
07-Apr-16,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,3,36.67,50.33
05-May-16,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,1,90,121
05-May-16,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,3,48.33,60.67
15-Aug-15,High,Segun,55,M,Abuja,Accessories,Ear Piece,Online,2,10,11
28-Feb-16,High,Segun,55,F,Bauchi,Accessories,Ear Piece,Online,3,24,38
28-Feb-16,High,Segun,54,F,Bauchi,Accessories,Ear Piece,Online,3,31.67,46
28-Feb-16,High,Segun,54,F,Bauchi,Clothing,Polo shirts,Online,1,122,167
08-Sep-15,High,Segun,54,M,Anambra,Accessories,Keyboard,Online,2,20,28
08-Sep-15,High,Segun,54,M,Anambra,Accessories,Keyboard,Online,2,20.5,28
17-Oct-15,High,Segun,54,M,Anambra,Accessories,Keyboard,Online,2,22.5,29
17-Oct-15,High,Segun,54,M,Anambra,Accessories,Keyboard,Online,1,319,418
17-Oct-15,High,Segun,54,M,Anambra,Accessories,Wrist Watch,Online,2,210,282.5
17-Apr-16,High,Segun,54,M,Abuja,Clothing,Jerseys,Online,1,1404,1661
01-Sep-15,High,Segun,54,M,Anambra,Clothing,Jerseys,Online,2,250,354.5
20-Apr-15,High,Segun,36,M,Gombe,Phones,IPhone,Online,3,690.33,518.33
18-Aug-15,High,Segun,37,M,Gombe,Phones,IPhone,Online,3,773.33,909.67
18-Aug-15,High,Segun,37,F,Gombe,Accessories,Ear Piece,Online,2,125,132.5
18-Aug-15,High,Segun,37,F,Gombe,Accessories,Wrist Watch,Online,2,385,482
07-Feb-16,High,Segun,37,M,Ebonyi,Accessories,Screen Guard,Online,1,352,414
07-Aug-15,High,Segun,38,M,Akwa Ibom,Accessories,Ear Piece,Online,3,13.33,18.33
07-Aug-15,High,Segun,38,M,Akwa Ibom,Accessories,Ear Piece,Online,1,10,12
07-Aug-15,High,Segun,38,M,Akwa Ibom,Accessories,Memory Card,Online,2,24,34
27-Nov-15,High,Segun,38,M,Akwa Ibom,Accessories,Ear Piece,Online,2,99,127
27-Nov-15,High,Segun,38,M,Akwa Ibom,Accessories,Ear Piece,Online,3,40,56.67
07-May-15,High,Segun,38,M,Edo,Phones,IPhone,Online,3,683,522
20-Aug-15,High,Segun,39,M,Edo,Phones,IPhone,Online,2,1147.5,1161.5
04-Jul-16,High,Segun,39,F,Ekiti,Accessories,Ear Piece,Online,3,25,31.33
04-Jul-16,High,Segun,37,F,Ekiti,Accessories,Ear Piece,Online,2,40.5,43.5
03-Feb-16,High,Segun,37,F,Enugu,Accessories,Ear Piece,Online,1,162,164
03-Feb-16,High,Segun,37,F,Enugu,Accessories,Ear Piece,Online,2,5,6
03-Feb-16,High,Segun,37,F,Enugu,Accessories,Wrist Watch,Online,2,490,688
14-Mar-16,High,Segun,37,F,Enugu,Accessories,Ear Piece,Online,1,189,263
14-Mar-16,High,Segun,37,F,Enugu,Accessories,Ear Piece,Online,2,27.5,36
14-Mar-16,High,Segun,37,F,Enugu,Accessories,Wrist Watch,Online,3,81.67,77.33
30-Apr-16,High,Segun,37,F,Enugu,Accessories,Wrist Watch,Online,1,805,740
20-May-16,High,Segun,37,M,Bauchi,Accessories,Wrist Watch,Online,1,945,1354
26-Aug-15,High,Segun,27,M,Bauchi,Accessories,Wrist Watch,Online,2,175,241.5
29-Aug-15,High,Segun,27,M,Bauchi,Accessories,Wrist Watch,Online,3,58.33,71.33
13-Dec-15,High,Segun,27,M,Bauchi,Accessories,Wrist Watch,Online,3,11.67,15
20-May-16,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,1,551,761
20-May-16,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,2,12.5,21
26-Aug-15,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,1,580,778
26-Aug-15,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,1,135,184
03-Sep-15,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,3,9,11.33
30-Sep-15,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,2,43.5,53
01-Oct-15,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,2,87,117
01-Oct-15,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,3,1.67,2.33
25-Oct-15,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,2,44,60
25-Oct-15,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,1,23,30
13-Dec-15,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,1,80,100
13-Dec-15,High,Segun,27,M,Bauchi,Accessories,Keyboard,Online,2,390,546.5
06-Aug-15,High,Segun,27,M,Abuja,Accessories,Memory Card,Online,3,16,18.33
08-Jan-16,High,Segun,28,F,Bayelsa,Clothing,Polo shirts,Online,2,318.5,504
01-May-15,High,Segun,28,M,Bayelsa,Phones,IPhone,Online,3,690.33,623
26-Jul-15,High,Segun,28,M,Bayelsa,Phones,IPhone,Online,3,765,668.33
26-Jul-15,High,Segun,28,M,Bayelsa,Accessories,Mouse,Online,3,440,431.67
09-Sep-15,High,Segun,28,F,Bayelsa,Accessories,Wrist Watch,Online,1,735,587
04-Jul-15,High,Segun,28,M,Imo,Accessories,Mouse,Online,1,1045,1434
04-Jul-15,High,Segun,28,F,Imo,Clothing,Tshirts,Online,1,270,302
04-Oct-15,High,Segun,28,F,Imo,Accessories,Wrist Watch,Online,3,233.33,253
05-Feb-16,High,Segun,28,F,Kebbi,Phones,Samsung,Online,2,850.5,721
01-May-15,High,Segun,28,M,Kebbi,Phones,IPhone,Online,3,690.33,866.33
22-Jul-15,High,Segun,28,M,Kebbi,Phones,IPhone,Online,3,773.33,579
22-Jul-15,High,Segun,28,F,Kebbi,Accessories,Ear Piece,Online,2,60,85.5
22-Jul-15,High,Segun,28,F,Kebbi,Accessories,Ear Piece,Online,1,150,196
22-Jul-15,High,Segun,28,F,Kebbi,Clothing,Tshirts,Online,1,18,13
22-Jul-15,High,Segun,28,F,Kebbi,Clothing,Jerseys,Online,1,540,368
29-Nov-15,High,Segun,28,F,Kebbi,Phones,Samsung,Online,2,270,205.5
29-Nov-15,High,Segun,28,F,Kebbi,Accessories,Keyboard,Online,3,21.33,26.67
29-Nov-15,High,Segun,28,F,Kebbi,Accessories,Keyboard,Online,3,13.67,19
06-Feb-16,High,Segun,28,F,Bauchi,Accessories,Keyboard,Online,3,121.67,195.67
14-Aug-15,High,Segun,46,F,Bauchi,Accessories,Keyboard,Online,1,522,667
14-Aug-15,High,Segun,46,F,Bauchi,Accessories,Keyboard,Online,1,150,195
03-Sep-15,High,Segun,46,F,Bauchi,Accessories,Keyboard,Online,3,116.67,162
03-Sep-15,High,Segun,46,F,Bauchi,Accessories,Keyboard,Online,1,20,27
27-Sep-15,High,Segun,46,F,Bauchi,Accessories,Keyboard,Online,1,55,73
27-Sep-15,High,Segun,46,F,Bauchi,Accessories,Keyboard,Online,3,5.33,7
10-Dec-15,High,Segun,46,F,Bauchi,Accessories,Keyboard,Online,1,780,1037
10-Dec-15,High,Segun,46,F,Bauchi,Accessories,Keyboard,Online,3,26.67,36.67
02-Oct-15,High,Segun,46,F,Benue,Clothing,Jerseys,Online,3,72,102.33
25-Dec-15,High,Segun,45,M,Akwa Ibom,Clothing,Jerseys,Online,3,486,674
19-Feb-16,High,Segun,45,M,Edo,Phones,IPhone,Online,2,384.5,497.5
21-May-15,High,Segun,29,M,Edo,Phones,IPhone,Online,3,683,572.33
01-Aug-15,High,Segun,29,M,Edo,Phones,IPhone,Online,3,773.33,820
01-Aug-15,High,Segun,29,F,Edo,Accessories,Keyboard,Online,3,25,20
01-Aug-15,High,Segun,29,F,Edo,Accessories,Keyboard,Online,1,980,1221
01-Aug-15,High,Segun,29,F,Edo,Accessories,Wrist Watch,Online,3,23.33,23.67
24-Feb-16,High,Segun,29,M,Bayelsa,Accessories,Wrist Watch,Online,2,262.5,336
10-Mar-16,High,Segun,29,M,Bayelsa,Accessories,Keyboard,Online,2,40,50.5
10-Mar-16,High,Segun,29,M,Bayelsa,Accessories,Keyboard,Online,1,75,92
10-Mar-16,High,Segun,29,M,Bayelsa,Accessories,Keyboard,Online,1,60,83
05-Jun-16,High,Segun,29,M,Bayelsa,Accessories,Keyboard,Online,3,183.67,266
05-Jun-16,High,Segun,29,M,Bayelsa,Accessories,Keyboard,Online,1,27,31
14-Jul-15,High,Segun,29,M,Bayelsa,Accessories,Wrist Watch,Online,3,233.33,325.33
08-Aug-15,High,Segun,29,M,Bayelsa,Accessories,Keyboard,Online,2,192.5,167.5
08-Aug-15,High,Segun,29,M,Bayelsa,Accessories,Wrist Watch,Online,3,291.67,328.67
18-Aug-15,High,Segun,29,M,Bayelsa,Accessories,Wrist Watch,Online,1,490,712
13-Nov-15,High,Segun,29,M,Bayelsa,Accessories,Keyboard,Online,3,96.67,122.33
13-Nov-15,High,Segun,29,M,Bayelsa,Accessories,Keyboard,Online,3,43.33,60
13-Nov-15,High,Segun,29,M,Bayelsa,Accessories,Keyboard,Online,2,18.5,18.5
30-Dec-15,High,Segun,29,M,Bayelsa,Accessories,Wrist Watch,Online,2,402.5,450
05-Feb-16,High,Segun,29,M,Borno,Clothing,Polo shirts,Online,1,245,403
13-Apr-16,High,Segun,43,M,Borno,Phones,Infinix,Online,3,794.67,948
13-Apr-16,High,Segun,43,F,Borno,Clothing,Tshirts,Online,3,54,76.33
20-Apr-16,High,Segun,43,F,Borno,Accessories,Wrist Watch,Online,3,210,306.33
12-Aug-15,High,Segun,43,M,Borno,Phones,IPhone,Online,2,1147.5,1352.5
12-Aug-15,High,Segun,43,F,Borno,Accessories,Ear Piece,Online,2,10,14
12-Aug-15,High,Segun,43,F,Borno,Accessories,Ear Piece,Online,2,10,14
12-Aug-15,High,Segun,43,F,Borno,Accessories,Wrist Watch,Online,3,326.67,401.67
11-Oct-15,High,Segun,43,F,Borno,Phones,Samsung,Online,2,850.5,877.5
11-Oct-15,High,Segun,43,F,Borno,Accessories,Wrist Watch,Online,3,350,472
11-Oct-15,High,Segun,43,F,Borno,Clothing,Tshirts,Online,1,135,169
21-Oct-15,High,Segun,43,F,Borno,Phones,Samsung,Online,1,2443,2927
01-Feb-16,High,Segun,43,M,Abuja,Phones,Infinix,Online,3,247.33,264.67
08-Mar-16,High,Segun,43,F,Abuja,Clothing,Vests,Online,1,826,991
17-Feb-16,High,Segun,43,M,Bauchi,Accessories,Ear Piece,Online,1,140,225
17-Feb-16,High,Segun,53,M,Bauchi,Accessories,Ear Piece,Online,1,144,195
11-May-15,High,Segun,53,M,Edo,Phones,IPhone,Online,2,1024.5,1049
06-Aug-15,High,Segun,52,M,Edo,Phones,IPhone,Online,1,2295,1859
06-Aug-15,High,Segun,52,F,Edo,Accessories,Wrist Watch,Online,3,93.33,139.33
06-Nov-15,High,Segun,52,F,Edo,Phones,Samsung,Online,1,540,444
06-Nov-15,High,Segun,52,F,Edo,Accessories,Ear Piece,Online,1,108,97
01-Feb-16,High,Segun,52,F,Cross River,Phones,Samsung,Online,3,180,262
01-Feb-16,High,Segun,52,F,Cross River,Accessories,Ear Piece,Online,3,3,4.67
18-Feb-16,High,Segun,52,M,Cross River,Phones,Infinix,Online,1,2384,1986
04-May-16,High,Segun,52,M,Cross River,Phones,Infinix,Online,1,742,808
04-May-16,High,Segun,52,F,Cross River,Accessories,Ear Piece,Online,3,1.67,1.67
04-May-16,High,Segun,52,F,Cross River,Accessories,Ear Piece,Online,2,27,43
17-Jun-16,High,Segun,52,M,Cross River,Phones,Infinix,Online,2,1192,1041.5
08-May-15,High,Segun,52,M,Cross River,Phones,IPhone,Online,1,2049,2435
15-Jul-15,High,Segun,52,M,Cross River,Phones,IPhone,Online,3,773.33,497.33
04-Dec-15,High,Segun,52,M,Cross River,Phones,IPhone,Online,2,270,243.5
04-Dec-15,High,Segun,52,F,Cross River,Accessories,Ear Piece,Online,3,60,50.33
04-Dec-15,High,Segun,52,F,Cross River,Clothing,Tshirts,Online,1,171,272
19-Jun-16,High,Segun,52,M,Anambra,Accessories,Keyboard,Online,3,40,63.33
19-Jun-16,High,Segun,52,M,Anambra,Accessories,Wrist Watch,Online,1,700,1123
24-Jun-16,High,Segun,52,M,Anambra,Accessories,Wrist Watch,Online,2,385,633.5
13-Dec-15,High,Segun,52,M,Anambra,Accessories,Keyboard,Online,1,150,192
13-Dec-15,High,Segun,52,M,Anambra,Accessories,Keyboard,Online,3,150,200.33
13-Dec-15,High,Segun,52,M,Anambra,Accessories,Wrist Watch,Online,1,420,552
13-Sep-15,High,Segun,52,M,Abuja,Accessories,Laptop Charger,Online,3,265,272.33
06-May-16,High,Segun,52,M,Abuja,Phones,Samsung,Online,1,540,594
06-May-16,High,Segun,51,M,Abuja,Clothing,Tshirts,Online,2,108,147.5
30-Jun-16,High,Segun,51,M,Abuja,Clothing,Tshirts,Online,1,261,288
12-Jun-15,High,Segun,51,M,Abuja,Phones,Samsung,Online,1,2443,2205
27-Jun-15,High,Segun,51,M,Abuja,Phones,Samsung,Online,3,814.33,776
12-Aug-15,High,Segun,51,M,Abuja,Phones,Samsung,Online,3,814.33,743.33
22-Apr-16,High,Segun,51,M,Benue,Phones,Infinix,Online,3,794.67,931.33
22-Apr-16,High,Segun,43,F,Benue,Clothing,Tshirts,Online,1,162,239
21-Jul-15,High,Segun,43,F,Benue,Phones,Samsung,Online,2,270,281.5
28-Aug-15,High,Segun,43,M,Benue,Phones,IPhone,Online,3,765,919
28-Dec-15,High,Segun,43,F,Benue,Phones,Samsung,Online,3,567,661.33
28-Dec-15,High,Segun,43,M,Benue,Accessories,Mouse,Online,2,302.5,429
02-Jan-16,High,Segun,43,F,Akwa Ibom,Clothing,Tshirts,Online,2,103.5,130
20-Feb-16,High,Segun,44,F,Akwa Ibom,Clothing,Tshirts,Online,2,54,86.5
12-Aug-15,High,Segun,44,F,Akwa Ibom,Clothing,Tshirts,Online,1,234,287
14-Sep-15,High,Segun,44,F,Akwa Ibom,Clothing,Tshirts,Online,1,207,267
23-Oct-15,High,Segun,44,F,Akwa Ibom,Clothing,Tshirts,Online,2,90,125.5
22-Apr-16,High,Segun,44,M,Akwa Ibom,Phones,Infinix,Online,1,2384,3161
24-Apr-16,High,Segun,44,M,Akwa Ibom,Phones,Infinix,Online,3,794.67,1061.33
12-Mar-16,High,Segun,44,M,Ebonyi,Phones,Infinix,Online,2,1192,1840.5
12-Mar-16,High,Segun,45,M,Ebonyi,Accessories,Ear Piece,Online,2,47.5,49.5
12-Mar-16,High,Segun,45,M,Ebonyi,Accessories,Ear Piece,Online,3,24,22.33
12-Mar-16,High,Segun,45,M,Ebonyi,Accessories,Wrist Watch,Online,1,945,1351
03-Jun-16,High,Segun,45,M,Ebonyi,Phones,Samsung,Online,1,540,701
03-Jun-16,High,Segun,45,M,Ebonyi,Accessories,Ear Piece,Online,2,121.5,209.5
03-Jun-16,High,Segun,45,M,Ebonyi,Accessories,Ear Piece,Online,1,150,152
03-Jun-16,High,Segun,45,M,Ebonyi,Accessories,Wrist Watch,Online,2,315,499
21-Jun-16,High,Segun,45,M,Ebonyi,Phones,IPhone,Online,3,188.33,173
21-Jun-16,High,Segun,45,M,Ebonyi,Clothing,Jerseys,Online,1,1458,1509
26-Jun-16,High,Segun,45,M,Ebonyi,Phones,Infinix,Online,2,1192,1283.5
26-Jun-16,High,Segun,45,M,Ebonyi,Accessories,Keyboard,Online,2,275.5,417.5
26-Jun-16,High,Segun,45,M,Ebonyi,Accessories,Keyboard,Online,1,10,14
26-Jun-16,High,Segun,45,M,Ebonyi,Accessories,Memory Card,Online,1,80,72
17-Jun-15,High,Segun,45,M,Ebonyi,Phones,IPhone,Online,3,690.33,795.33
29-Aug-15,High,Segun,45,M,Ebonyi,Phones,IPhone,Online,2,1147.5,1354.5
29-Aug-15,High,Segun,45,M,Ebonyi,Accessories,Wrist Watch,Online,2,402.5,476
20-Sep-15,High,Segun,45,F,Anambra,Accessories,Wrist Watch,Online,1,770,1032
20-Sep-15,High,Segun,45,F,Anambra,Clothing,Jerseys,Online,3,50,66.67
30-Mar-16,High,Segun,45,M,Borno,Phones,Samsung,Online,1,1701,2113
30-Mar-16,High,Segun,45,M,Borno,Accessories,Ear Piece,Online,3,15,21.33
30-Mar-16,High,Segun,45,M,Borno,Accessories,Ear Piece,Online,2,72,112
30-Mar-16,High,Segun,45,M,Borno,Accessories,Wrist Watch,Online,3,128.33,212
02-Apr-16,High,Segun,45,M,Borno,Phones,Infinix,Online,1,2384,3455
02-Apr-16,High,Segun,45,M,Borno,Accessories,Ear Piece,Online,3,48.33,77
02-Apr-16,High,Segun,45,M,Borno,Accessories,Ear Piece,Online,1,27,39
11-Sep-15,High,Segun,45,M,Borno,Phones,IPhone,Online,3,765,967
11-Sep-15,High,Segun,45,M,Borno,Accessories,Keyboard,Online,3,175,246.33
11-Sep-15,High,Segun,45,M,Borno,Accessories,Wrist Watch,Online,2,35,45
11-Mar-16,High,Segun,45,M,Ekiti,Phones,Infinix,Online,3,794.67,918
11-Mar-16,High,Segun,46,F,Ekiti,Accessories,Wrist Watch,Online,1,35,54
11-Mar-16,High,Segun,46,F,Ekiti,Clothing,Jerseys,Online,1,1050,826
01-Jun-16,High,Segun,46,F,Ekiti,Phones,Samsung,Online,2,270,283.5
01-Jun-16,High,Segun,46,F,Ekiti,Accessories,Ear Piece,Online,2,76.5,73
01-Jun-16,High,Segun,46,F,Ekiti,Accessories,Ear Piece,Online,1,65,112
27-Jun-16,High,Segun,46,M,Ekiti,Phones,IPhone,Online,3,188.33,287.33
27-Jun-16,High,Segun,46,F,Ekiti,Accessories,Screen Guard,Online,2,253,235.5
27-Jun-16,High,Segun,46,F,Ekiti,Accessories,Wrist Watch,Online,2,472.5,556.5
13-Jun-15,High,Segun,46,M,Ekiti,Phones,IPhone,Online,2,1035.5,1123.5
16-Aug-15,High,Segun,46,M,Ekiti,Phones,IPhone,Online,1,2320,1620
16-Aug-15,High,Segun,46,F,Ekiti,Accessories,Ear Piece,Online,2,130,107
04-Nov-15,High,Segun,46,M,Ekiti,Phones,Infinix,Online,2,607.5,760
04-Nov-15,High,Segun,46,F,Ekiti,Accessories,Keyboard,Online,2,42.5,50.5
04-Nov-15,High,Segun,46,F,Ekiti,Accessories,Keyboard,Online,2,232,247
04-Nov-15,High,Segun,46,F,Ekiti,Accessories,Wrist Watch,Online,2,525,653.5
29-Jan-16,High,Segun,46,M,Cross River,Phones,Infinix,Online,2,607.5,642
29-Jan-16,High,Segun,46,M,Cross River,Clothing,Jerseys,Online,3,396,497.67
16-Feb-16,High,Segun,46,M,Cross River,Phones,Samsung,Online,3,814.33,895.67
17-Mar-16,High,Segun,46,M,Cross River,Phones,Infinix,Online,2,1192,1617
05-Jun-15,High,Segun,46,M,Cross River,Phones,IPhone,Online,1,2049,1555
05-Jul-15,High,Segun,46,M,Cross River,Phones,Infinix,Online,2,1192,1342.5
05-Jul-15,High,Segun,46,M,Cross River,Accessories,Ear Piece,Online,1,144,192
05-Jul-15,High,Segun,46,M,Cross River,Accessories,Ear Piece,Online,1,45,46
05-Jul-15,High,Segun,46,M,Cross River,Accessories,Wrist Watch,Online,2,490,517.5
05-Jul-15,High,Segun,46,M,Cross River,Clothing,Tshirts,Online,2,4.5,5
05-Jul-15,High,Segun,46,M,Cross River,Phones,Samsung,Online,1,2443,2516
29-Sep-15,High,Segun,46,M,Cross River,Phones,IPhone,Online,1,2320,1812
02-Dec-15,High,Segun,46,M,Cross River,Phones,Infinix,Online,2,1192,1039
02-Dec-15,High,Segun,46,M,Cross River,Accessories,Wrist Watch,Online,3,128.33,128
31-Dec-15,High,Segun,46,M,Cross River,Phones,IPhone,Online,3,765,898.67
31-Dec-15,High,Segun,46,M,Cross River,Accessories,Ear Piece,Online,1,50,69
31-Dec-15,High,Segun,46,M,Cross River,Accessories,Ear Piece,Online,3,16.67,23.33
29-Mar-16,High,Segun,46,F,Abuja,Clothing,Jerseys,Online,2,250,313.5
30-Mar-16,High,Segun,47,F,Abuja,Clothing,Jerseys,Online,2,700,952.5
26-May-16,High,Segun,47,F,Abuja,Clothing,Jerseys,Online,2,450,524.5
23-Sep-15,High,Segun,47,F,Abuja,Clothing,Jerseys,Online,3,283.33,273.67
15-Oct-15,High,Segun,47,F,Abuja,Clothing,Jerseys,Online,1,1566,1719
30-Oct-15,High,Segun,47,F,Abuja,Clothing,Jerseys,Online,3,18,21
23-Nov-15,High,Segun,47,F,Abuja,Clothing,Jerseys,Online,2,513,608
21-Jun-16,High,Segun,47,M,Edo,Clothing,Jerseys,Online,1,540,691
27-May-16,High,Segun,48,F,Anambra,Accessories,Wrist Watch,Online,3,116.67,173.67
09-Aug-15,High,Segun,48,F,Anambra,Accessories,Wrist Watch,Online,2,105,142.5
24-Feb-16,High,Segun,48,M,Ebonyi,Phones,Infinix,Online,1,2384,1696
31-Mar-16,High,Segun,49,F,Ebonyi,Phones,Samsung,Online,3,814.33,946
22-Apr-16,High,Segun,49,M,Ebonyi,Phones,Infinix,Online,3,794.67,1115
02-Jun-15,High,Segun,49,F,Ebonyi,Phones,IPhone,Online,2,1035.5,1368.5
11-Jul-15,High,Segun,49,F,Ebonyi,Phones,Samsung,Online,1,2443,3095
26-Jul-15,High,Segun,49,M,Ebonyi,Phones,Infinix,Online,1,2384,2615
09-Sep-15,High,Segun,49,M,Ebonyi,Phones,Infinix,Online,2,371,498.5
17-Sep-15,High,Segun,49,F,Ebonyi,Phones,IPhone,Online,2,1147.5,788
08-Dec-15,High,Segun,49,F,Ebonyi,Phones,IPhone,Online,2,1160,1207
28-Sep-15,High,Segun,49,M,Edo,Clothing,Jerseys,Online,1,648,868
25-Aug-15,High,Segun,50,M,Akwa Ibom,Phones,IPhone,Online,3,765,828.67
18-Nov-15,High,Segun,24,F,Edo,Clothing,Jerseys,Online,3,504,562
04-Dec-15,High,Segun,24,F,Cross River,Clothing,Tshirts,Online,3,48,70
04-Dec-15,High,Segun,17,F,Cross River,Clothing,Jerseys,Online,1,54,50
31-Dec-15,High,Segun,17,F,Cross River,Clothing,Jerseys,Online,2,100,127.5
29-Mar-16,High,Segun,17,M,Abuja,Clothing,Polo shirts,Online,3,24.33,29
14-Jan-16,High,Segun,17,M,Bauchi,Accessories,Wrist Watch,Online,1,210,292
18-Jan-16,High,Segun,24,M,Bauchi,Accessories,Wrist Watch,Online,2,455,750
28-Mar-16,High,Segun,24,M,Bauchi,Accessories,Wrist Watch,Online,2,297.5,476.5
06-Apr-16,High,Segun,24,M,Bauchi,Accessories,Wrist Watch,Online,3,81.67,132.33
12-May-16,High,Segun,24,M,Bauchi,Accessories,Wrist Watch,Online,3,326.67,479
07-Sep-15,High,Segun,24,M,Bauchi,Accessories,Wrist Watch,Online,3,326.67,432.33
23-Sep-15,High,Segun,24,M,Bauchi,Accessories,Wrist Watch,Online,3,46.67,66.33
28-Dec-15,High,Segun,24,M,Bauchi,Accessories,Wrist Watch,Online,1,70,90
08-Jun-15,High,Segun,24,M,Kwara,Phones,IPhone,Online,1,2071,2211
26-Aug-15,High,Segun,24,M,Kwara,Phones,IPhone,Online,3,765,669.33
26-Aug-15,High,Segun,24,M,Kwara,Accessories,Keyboard,Online,2,315,297.5
26-Aug-15,High,Segun,24,M,Kwara,Accessories,Keyboard,Online,1,30,38
26-Aug-15,High,Segun,24,M,Kwara,Accessories,Keyboard,Online,1,69,71
26-Aug-15,High,Segun,24,M,Kwara,Accessories,Memory Card,Online,1,80,111
25-Nov-15,High,Segun,24,M,Kwara,Phones,Samsung,Online,1,540,563
25-Nov-15,High,Segun,24,M,Kwara,Accessories,Ear Piece,Online,2,7.5,10
25-Nov-15,High,Segun,24,M,Kwara,Accessories,Ear Piece,Online,3,81,76
26-Jan-16,High,Segun,24,F,Cross River,Phones,Samsung,Online,3,180,256.67
26-Jan-16,High,Segun,24,F,Cross River,Accessories,Ear Piece,Online,3,42,43
26-Jan-16,High,Segun,24,F,Cross River,Accessories,Ear Piece,Online,2,32.5,51
10-Aug-15,High,Segun,24,F,Cross River,Accessories,Ear Piece,Online,2,37.5,36
10-Aug-15,High,Segun,24,F,Cross River,Accessories,Ear Piece,Online,2,100,111
20-Jul-15,High,Segun,24,M,Akwa Ibom,Phones,IPhone,Online,3,765,937.67
27-May-16,High,Segun,25,F,Borno,Accessories,Wrist Watch,Online,3,128.33,202
17-Jun-16,High,Segun,26,F,Edo,Clothing,Jerseys,Online,1,1350,1633
07-Aug-15,High,Segun,26,F,Edo,Clothing,Jerseys,Online,1,1050,1267
08-Aug-15,High,Segun,26,F,Edo,Clothing,Jerseys,Online,2,486,629
19-Aug-15,High,Segun,26,F,Edo,Clothing,Jerseys,Online,1,486,334
06-Oct-15,High,Segun,26,M,Ebonyi,Clothing,Jerseys,Online,3,414,323.33
23-Aug-15,High,Segun,26,M,Jigawa,Phones,IPhone,Online,1,2320,2344
23-Aug-15,High,Segun,26,M,Jigawa,Accessories,Wrist Watch,Online,3,198.33,272.67
17-Feb-16,High,Segun,26,M,Lagos,Accessories,Memory Card,Online,2,71.5,87
03-Jun-16,High,Segun,23,M,Lagos,Accessories,Memory Card,Online,3,53,72.33
08-Oct-15,High,Segun,23,M,Lagos,Accessories,Memory Card,Online,1,175,190
10-Jun-16,High,Segun,23,M,Lagos,Accessories,Keyboard,Online,3,13.67,17.33
27-Nov-15,High,Segun,67,M,Lagos,Accessories,Keyboard,Online,2,490,518.5
02-Nov-15,High,Segun,67,F,Lagos,Accessories,Keyboard,Online,1,27,30
